Date/Time,THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](Hourly),THERMAL ZONE 1:Zone Air System Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1:Zone Air Temperature [C](Hourly),THERMAL ZONE 1:Zone Air Relative Humidity [%](Hourly) 
 01/01  07:00:00,455.1993199973749,0.0,20.054925312530322,21.20550164063642 
 01/01  08:00:00,414.2984468053205,0.0,20.0,22.700222433901846 
 01/01  09:00:00,428.9614817397709,0.0,20.0,22.473890848391605 
 01/01  10:00:00,438.3171950246322,0.0,20.0,22.203623265152004 
 01/01  11:00:00,429.4366585799821,0.0,20.0,23.373002977845097 
 01/01  12:00:00,383.7494807460409,0.0,20.0,24.34889325887203 
 01/01  13:00:00,279.5642284208164,0.0,20.0,25.29227255121284 
 01/01  14:00:00,149.07009456610794,0.0,20.0,26.33583473078441 
 01/01  15:00:00,36.69344880432668,0.0,20.007962251054387,24.723731195156873 
 01/01  16:00:00,0.0,0.0,20.75668311549017,22.733305829328685 
 01/01  17:00:00,0.0,0.0,21.999901377469307,21.759347521836254 
 01/01  18:00:00,0.0,0.0,22.979520724343043,21.095732898791756 
 01/01  19:00:00,0.0,0.0,23.431444391493876,20.52982495048417 
 01/01  20:00:00,0.0,0.0,23.315213957839042,20.095863509625296 
 01/01  21:00:00,0.0,0.0,22.783985673661014,20.193882930897068 
 01/01  22:00:00,0.0,0.0,21.988623551692086,21.191264227458653 
 01/01  23:00:00,0.0,0.0,21.03932286171381,24.637868278091783 
 01/01  24:00:00,0.0,0.0,20.132445984366612,29.972125473675806 
 01/02  01:00:00,0.0,0.0,19.24334835612105,33.723740010722565 
 01/02  02:00:00,0.0,0.0,18.437296733132918,34.70750952180084 
 01/02  03:00:00,0.0,0.0,17.76599044578916,34.41715435774734 
 01/02  04:00:00,0.0,0.0,17.094146656748432,33.47117129253872 
 01/02  05:00:00,0.0,0.0,16.438589517401617,32.5791909521383 
 01/02  06:00:00,0.04110086462508662,0.0,15.847327753136327,31.32029562688091 
